map,scenario,agents,connectivity,flowtime
sparse,9_task,16,,4131.95
sparse,11_task,11,,2212.08
sparse,16_task,21,,4797.53
sparse,16_task,20,,4517.85
sparse,11_task,10,,2073.45
sparse,9_task,17,,4351.72
sparse,18_task,13,,2523.9
sparse,7_task,18,,4217.35
sparse,25_task,4,,912.914
sparse,12_task,4,,878.821
sparse,23_task,11,,3213.81
sparse,5_task,11,,1990.28
sparse,9_task,3,,656.844
sparse,1_task,5,,909.891
sparse,13_task,25,,5562.48
sparse,13_task,19,,3609.84
sparse,11_task,8,,1628.78
sparse,1_task,7,,1378.18
sparse,2_task,9,,1761.92
sparse,12_task,6,,1175.73
sparse,23_task,13,,3459.67
sparse,25_task,6,,1384.74
sparse,4_task,2,,184.33
sparse,18_task,11,,1858.36
sparse,17_task,3,,714.578
sparse,9_task,15,,3857.71
sparse,11_task,12,,2460.03
sparse,20_task,3,,927.631
sparse,16_task,22,,5063.76
sparse,20_task,2,,552.574
sparse,11_task,13,,2894.58
sparse,9_task,14,,3537.58
sparse,17_task,2,,362.736
sparse,18_task,10,,1813.37
sparse,4_task,3,,368.202
sparse,25_task,7,,1662.58
sparse,23_task,12,,3368.13
sparse,12_task,7,,1338.37
sparse,2_task,8,,1666.4
sparse,1_task,6,,1096.24
sparse,13_task,26,,5932.54
sparse,11_task,9,,1916.46
sparse,13_task,22,,4587.01
sparse,1_task,2,,417.089
sparse,9_task,4,,866.163
sparse,25_task,3,,805.879
sparse,12_task,3,,672.35
sparse,4_task,7,,1265.51
sparse,23_task,8,,2298.63
sparse,18_task,14,,2625.0
sparse,14_task,8,,1940.21
sparse,9_task,10,,2515.23
sparse,11_task,17,,3705.31
sparse,20_task,6,,1728.75
sparse,17_task,6,,1312.77
sparse,7_task,9,,2416.1
sparse,7_task,8,,2057.28
sparse,17_task,7,,1629.84
sparse,20_task,7,,1925.78
sparse,11_task,16,,3419.83
sparse,9_task,11,,2715.68
sparse,14_task,9,,2219.72
sparse,18_task,15,,2706.99
sparse,23_task,9,,2607.73
sparse,4_task,6,,1097.32
sparse,12_task,2,,405.499
sparse,25_task,2,,657.134
sparse,9_task,5,,895.446
sparse,1_task,3,,466.21
sparse,13_task,23,,4856.99
sparse,13_task,21,,4165.65
sparse,9_task,7,,1626.49
sparse,24_task,19,,3883.38
sparse,2_task,19,,3960.5
sparse,19_task,8,,1912.49
sparse,4_task,4,,745.855
sparse,18_task,17,,3066.59
sparse,20_task,5,,1631.55
sparse,9_task,13,,3325.05
sparse,11_task,14,,3028.45
sparse,17_task,5,,1232.49
sparse,16_task,18,,3980.86
sparse,16_task,19,,4293.57
sparse,17_task,4,,986.7
sparse,11_task,15,,3268.1
sparse,9_task,12,,2956.3
sparse,20_task,4,,1251.01
sparse,18_task,16,,2894.14
sparse,4_task,5,,880.803
sparse,19_task,9,,1998.61
sparse,23_task,14,,3632.12
sparse,2_task,18,,3739.09
sparse,24_task,18,,3614.58
sparse,9_task,6,,1320.31
sparse,14_task,10,,2485.15
sparse,13_task,20,,3913.59
sparse,6_task,14,,2441.07
sparse,20_task,14,,2920.2
sparse,17_task,10,,2372.49
sparse,12_task,15,,3185.2
sparse,10_task,4,,654.489
sparse,15_task,19,,3643.1
sparse,25_task,11,,2797.62
sparse,3_task,5,,961.632
sparse,18_task,2,,272.161
sparse,3_task,11,,1567.96
sparse,3_task,10,,1444.9
sparse,18_task,3,,556.652
sparse,3_task,4,,831.625
sparse,25_task,10,,2458.04
sparse,15_task,24,,4653.82
sparse,15_task,18,,3367.78
sparse,10_task,5,,769.082
sparse,12_task,14,,3049.1
sparse,17_task,11,,2735.09
sparse,20_task,15,,3148.67
sparse,6_task,15,,2573.07
sparse,6_task,17,,3034.15
sparse,15_task,2,,314.929
sparse,22_task,2,,711.54
sparse,8_task,18,,3701.09
sparse,6_task,3,,705.39
sparse,17_task,13,,3251.73
sparse,10_task,7,,1264.26
sparse,25_task,12,,3116.62
sparse,3_task,6,,977.494
sparse,13_task,9,,1936.97
sparse,24_task,9,,1865.27
sparse,3_task,12,,1616.51
sparse,3_task,13,,1734.82
sparse,24_task,8,,1628.47
sparse,13_task,8,,1762.21
sparse,3_task,7,,1274.47
sparse,10_task,6,,930.549
sparse,17_task,12,,2985.43
sparse,6_task,2,,569.541
sparse,8_task,19,,3847.89
sparse,22_task,3,,1080.18
sparse,20_task,16,,3476.98
sparse,15_task,3,,487.378
sparse,6_task,16,,2823.61
sparse,5_task,8,,1512.17
sparse,6_task,12,,2017.82
sparse,20_task,12,,2497.85
sparse,22_task,7,,1975.02
sparse,15_task,7,,1638.87
sparse,21_task,9,,2180.27
sparse,16_task,9,,1390.51
sparse,6_task,6,,1245.73
sparse,17_task,16,,3915.87
sparse,10_task,2,,376.125
sparse,12_task,13,,2739.18
sparse,15_task,23,,4316.39
sparse,3_task,3,,774.865
sparse,3_task,17,,2403.08
sparse,18_task,4,,605.971
sparse,18_task,5,,879.131
sparse,3_task,16,,2067.12
sparse,3_task,2,,566.543
sparse,15_task,22,,4107.14
sparse,12_task,12,,2404.72
sparse,10_task,3,,537.364
sparse,17_task,17,,4175.64
sparse,6_task,7,,1316.5
sparse,16_task,8,,1146.77
sparse,21_task,8,,1826.21
sparse,15_task,6,,1247.39
sparse,22_task,6,,1633.44
sparse,20_task,13,,2739.1
sparse,6_task,13,,2378.7
sparse,5_task,9,,1552.32
sparse,6_task,11,,1734.19
sparse,22_task,4,,1344.92
sparse,20_task,11,,2245.16
sparse,15_task,4,,780.458
sparse,17_task,15,,3626.34
sparse,6_task,5,,1202.91
sparse,12_task,10,,2083.9
sparse,15_task,20,,3708.67
sparse,4_task,18,,2903.42
sparse,8_task,8,,1889.71
sparse,3_task,14,,1864.58
sparse,18_task,7,,1416.24
sparse,18_task,6,,1229.92
sparse,3_task,15,,1902.06
sparse,8_task,9,,2036.79
sparse,15_task,21,,3824.68
sparse,12_task,11,,2225.12
sparse,6_task,4,,935.462
sparse,17_task,14,,3570.44
sparse,15_task,5,,902.228
sparse,20_task,10,,2189.28
sparse,22_task,5,,1534.25
sparse,6_task,10,,1698.27
empty-16-16-random,empty-16-16-random-8,5,4,37.4164
empty-16-16-random,empty-16-16-random-9,5,4,37.2448
empty-16-16-random,empty-16-16-random-16,17,4,111.562
empty-16-16-random,empty-16-16-random-24,5,5,23.823
empty-16-16-random,empty-16-16-random-25,5,5,38.5427
empty-16-16-random,empty-16-16-random-7,16,5,113.35
empty-16-16-random,empty-16-16-random-3,7,2,97.0
empty-16-16-random,empty-16-16-random-2,7,2,81.0
empty-16-16-random,empty-16-16-random-5,3,3,25.7279
empty-16-16-random,empty-16-16-random-4,3,3,28.3848
empty-16-16-random,empty-16-16-random-14,2,4,12.4787
empty-16-16-random,empty-16-16-random-15,10,5,86.8785
empty-16-16-random,empty-16-16-random-22,13,2,147.0
empty-16-16-random,empty-16-16-random-4,11,4,113.727
empty-16-16-random,empty-16-16-random-15,2,4,21.5432
empty-16-16-random,empty-16-16-random-12,6,5,47.6951
empty-16-16-random,empty-16-16-random-13,6,5,68.8798
empty-16-16-random,empty-16-16-random-19,4,3,20.4853
empty-16-16-random,empty-16-16-random-11,13,4,89.4697
empty-16-16-random,empty-16-16-random-7,20,4,149.804
empty-16-16-random,empty-16-16-random-18,4,3,43.5269
empty-16-16-random,empty-16-16-random-1,6,5,54.9134
empty-16-16-random,empty-16-16-random-14,14,2,150.131
empty-16-16-random,empty-16-16-random-7,2,4,15.1935
empty-16-16-random,empty-16-16-random-6,2,4,14.0711
empty-16-16-random,empty-16-16-random-5,15,3,142.506
empty-16-16-random,empty-16-16-random-10,17,3,170.791
empty-16-16-random,empty-16-16-random-18,8,3,82.9117
empty-16-16-random,empty-16-16-random-19,8,3,67.8781
empty-16-16-random,empty-16-16-random-1,16,2,152.263
empty-16-16-random,empty-16-16-random-18,12,3,114.074
empty-16-16-random,empty-16-16-random-9,13,2,132.131
empty-16-16-random,empty-16-16-random-17,13,3,121.931
empty-16-16-random,empty-16-16-random-25,9,5,75.2479
empty-16-16-random,empty-16-16-random-1,20,3,156.459
empty-16-16-random,empty-16-16-random-24,9,5,47.9026
empty-16-16-random,empty-16-16-random-6,12,2,157.0
empty-16-16-random,empty-16-16-random-20,10,4,97.1509
empty-16-16-random,empty-16-16-random-9,9,4,67.3439
empty-16-16-random,empty-16-16-random-8,9,4,73.8283
empty-16-16-random,empty-16-16-random-16,3,3,28.3137
empty-16-16-random,empty-16-16-random-17,3,3,25.4142
empty-16-16-random,empty-16-16-random-13,10,2,129.0
empty-16-16-random,empty-16-16-random-10,7,2,83.0
empty-16-16-random,empty-16-16-random-11,7,2,44.1314
empty-16-16-random,empty-16-16-random-2,11,3,108.274
empty-16-16-random,empty-16-16-random-24,13,5,100.457
empty-16-16-random,empty-16-16-random-2,11,2,127.0
empty-16-16-random,empty-16-16-random-11,7,3,37.2333
empty-16-16-random,empty-16-16-random-24,13,4,101.44
empty-16-16-random,empty-16-16-random-10,7,3,68.3553
empty-16-16-random,empty-16-16-random-13,10,3,99.7107
empty-16-16-random,empty-16-16-random-17,3,2,26.0
empty-16-16-random,empty-16-16-random-16,3,2,33.0
empty-16-16-random,empty-16-16-random-8,9,5,73.2844
empty-16-16-random,empty-16-16-random-9,9,5,66.7903
empty-16-16-random,empty-16-16-random-6,12,3,127.256
empty-16-16-random,empty-16-16-random-24,9,4,48.2134
empty-16-16-random,empty-16-16-random-20,10,5,96.1477
empty-16-16-random,empty-16-16-random-1,20,2,189.263
empty-16-16-random,empty-16-16-random-25,9,4,75.5587
empty-16-16-random,empty-16-16-random-17,13,2,139.131
empty-16-16-random,empty-16-16-random-9,13,3,112.252
empty-16-16-random,empty-16-16-random-18,12,2,139.263
empty-16-16-random,empty-16-16-random-1,16,3,125.902
empty-16-16-random,empty-16-16-random-19,8,2,84.0
empty-16-16-random,empty-16-16-random-18,8,2,104.0
empty-16-16-random,empty-16-16-random-10,17,2,201.131
empty-16-16-random,empty-16-16-random-5,15,2,169.263
empty-16-16-random,empty-16-16-random-6,2,5,14.0711
empty-16-16-random,empty-16-16-random-7,2,5,15.0593
empty-16-16-random,empty-16-16-random-14,14,3,126.02
empty-16-16-random,empty-16-16-random-1,6,4,55.2689
empty-16-16-random,empty-16-16-random-18,4,2,57.0
empty-16-16-random,empty-16-16-random-7,20,5,148.871
empty-16-16-random,empty-16-16-random-11,13,5,88.4515
empty-16-16-random,empty-16-16-random-19,4,2,24.0
empty-16-16-random,empty-16-16-random-13,6,4,69.6406
empty-16-16-random,empty-16-16-random-12,6,4,47.9572
empty-16-16-random,empty-16-16-random-22,13,3,120.054
empty-16-16-random,empty-16-16-random-15,2,5,21.4247
empty-16-16-random,empty-16-16-random-4,11,5,112.658
empty-16-16-random,empty-16-16-random-14,18,3,165.179
empty-16-16-random,empty-16-16-random-15,10,4,87.5117
empty-16-16-random,empty-16-16-random-14,2,5,12.434
empty-16-16-random,empty-16-16-random-4,3,2,36.0
empty-16-16-random,empty-16-16-random-5,3,2,31.0
empty-16-16-random,empty-16-16-random-2,7,3,69.8701
empty-16-16-random,empty-16-16-random-25,17,3,161.931
empty-16-16-random,empty-16-16-random-3,7,3,76.0431
empty-16-16-random,empty-16-16-random-7,16,4,114.127
empty-16-16-random,empty-16-16-random-25,5,4,38.6612
empty-16-16-random,empty-16-16-random-24,5,4,24.0153
empty-16-16-random,empty-16-16-random-9,5,5,36.934
empty-16-16-random,empty-16-16-random-8,5,5,37.2425
empty-16-16-random,empty-16-16-random-16,19,2,153.394
empty-16-16-random,empty-16-16-random-6,10,4,93.4821
empty-16-16-random,empty-16-16-random-20,12,2,144.0
empty-16-16-random,empty-16-16-random-17,11,5,92.5087
empty-16-16-random,empty-16-16-random-7,18,3,139.994
empty-16-16-random,empty-16-16-random-3,9,4,99.6258
empty-16-16-random,empty-16-16-random-11,5,4,23.5057
empty-16-16-random,empty-16-16-random-2,13,5,121.367
empty-16-16-random,empty-16-16-random-24,11,3,82.6288
empty-16-16-random,empty-16-16-random-13,12,4,117.916
empty-16-16-random,empty-16-16-random-2,9,4,90.6165
empty-16-16-random,empty-16-16-random-10,5,4,48.1957
empty-16-16-random,empty-16-16-random-12,8,3,66.2587
empty-16-16-random,empty-16-16-random-1,4,3,38.2132
empty-16-16-random,empty-16-16-random-13,8,3,81.7401
empty-16-16-random,empty-16-16-random-14,16,4,133.481
empty-16-16-random,empty-16-16-random-21,2,5,13.9193
empty-16-16-random,empty-16-16-random-1,14,4,101.777
empty-16-16-random,empty-16-16-random-10,15,5,150.303
empty-16-16-random,empty-16-16-random-20,2,5,23.4458
empty-16-16-random,empty-16-16-random-9,11,4,89.709
empty-16-16-random,empty-16-16-random-18,10,5,102.225
empty-16-16-random,empty-16-16-random-8,19,3,142.051
empty-16-16-random,empty-16-16-random-22,11,4,96.8165
empty-16-16-random,empty-16-16-random-4,13,2,171.0
empty-16-16-random,empty-16-16-random-15,12,3,96.2923
empty-16-16-random,empty-16-16-random-13,4,3,51.9411
empty-16-16-random,empty-16-16-random-1,8,3,68.1838
empty-16-16-random,empty-16-16-random-12,4,3,38.8365
empty-16-16-random,empty-16-16-random-8,15,3,117.737
empty-16-16-random,empty-16-16-random-19,14,2,172.0
empty-16-16-random,empty-16-16-random-18,6,5,63.0839
empty-16-16-random,empty-16-16-random-19,6,5,42.7106
empty-16-16-random,empty-16-16-random-11,11,2,78.1314
empty-16-16-random,empty-16-16-random-7,22,2,214.0
empty-16-16-random,empty-16-16-random-9,7,2,65.1314
empty-16-16-random,empty-16-16-random-23,3,2,39.0
empty-16-16-random,empty-16-16-random-22,3,2,21.0
empty-16-16-random,empty-16-16-random-8,7,2,66.1314
empty-16-16-random,empty-16-16-random-25,7,3,56.8701
empty-16-16-random,empty-16-16-random-7,14,3,104.307
empty-16-16-random,empty-16-16-random-16,15,2,104.131
empty-16-16-random,empty-16-16-random-24,7,3,34.3848
empty-16-16-random,empty-16-16-random-10,9,4,91.7964
empty-16-16-random,empty-16-16-random-2,5,4,51.7192
empty-16-16-random,empty-16-16-random-3,17,2,222.131
empty-16-16-random,empty-16-16-random-11,9,4,48.1052
empty-16-16-random,empty-16-16-random-12,16,3,139.723
empty-16-16-random,empty-16-16-random-3,5,4,49.5028
empty-16-16-random,empty-16-16-random-3,5,5,49.1159
empty-16-16-random,empty-16-16-random-11,9,5,47.5587
empty-16-16-random,empty-16-16-random-3,17,3,178.448
empty-16-16-random,empty-16-16-random-2,5,5,51.2317
empty-16-16-random,empty-16-16-random-10,9,5,90.9401
empty-16-16-random,empty-16-16-random-24,7,2,42.0
empty-16-16-random,empty-16-16-random-16,15,3,90.2039
empty-16-16-random,empty-16-16-random-7,14,2,129.0
empty-16-16-random,empty-16-16-random-25,7,2,68.0
empty-16-16-random,empty-16-16-random-11,27,2,248.263
empty-16-16-random,empty-16-16-random-8,7,3,57.2132
empty-16-16-random,empty-16-16-random-22,3,3,16.3137
empty-16-16-random,empty-16-16-random-23,3,3,29.0416
empty-16-16-random,empty-16-16-random-9,7,3,56.0791
empty-16-16-random,empty-16-16-random-7,22,3,173.167
empty-16-16-random,empty-16-16-random-11,11,3,65.9612
empty-16-16-random,empty-16-16-random-19,6,4,43.14
empty-16-16-random,empty-16-16-random-18,6,4,63.6318
empty-16-16-random,empty-16-16-random-19,14,3,136.999
empty-16-16-random,empty-16-16-random-8,15,2,140.394
empty-16-16-random,empty-16-16-random-12,4,2,46.1314
empty-16-16-random,empty-16-16-random-1,8,2,84.0
empty-16-16-random,empty-16-16-random-13,4,2,66.0
empty-16-16-random,empty-16-16-random-15,12,2,114.131
empty-16-16-random,empty-16-16-random-22,11,5,95.3951
empty-16-16-random,empty-16-16-random-4,13,3,141.711
empty-16-16-random,empty-16-16-random-8,19,2,168.525
empty-16-16-random,empty-16-16-random-18,10,4,103.025
empty-16-16-random,empty-16-16-random-9,11,5,89.0369
empty-16-16-random,empty-16-16-random-20,2,4,23.8885
empty-16-16-random,empty-16-16-random-10,15,4,151.781
empty-16-16-random,empty-16-16-random-1,14,5,100.806
empty-16-16-random,empty-16-16-random-21,2,4,14.0088
empty-16-16-random,empty-16-16-random-13,8,2,104.0
empty-16-16-random,empty-16-16-random-1,4,2,47.0
empty-16-16-random,empty-16-16-random-10,5,5,47.6949
empty-16-16-random,empty-16-16-random-2,9,5,89.5677
empty-16-16-random,empty-16-16-random-2,13,4,122.696
empty-16-16-random,empty-16-16-random-14,20,4,169.369
empty-16-16-random,empty-16-16-random-11,5,5,23.3133
empty-16-16-random,empty-16-16-random-3,9,5,99.0031
empty-16-16-random,empty-16-16-random-24,11,2,103.131
empty-16-16-random,empty-16-16-random-7,18,2,171.0
empty-16-16-random,empty-16-16-random-17,11,4,93.2198
empty-16-16-random,empty-16-16-random-6,10,5,93.0058
empty-16-16-random,empty-16-16-random-16,19,3,131.72
empty-16-16-random,empty-16-16-random-20,12,3,120.569
empty-16-16-random,empty-16-16-random-7,16,3,117.792
empty-16-16-random,empty-16-16-random-25,5,3,40.799
empty-16-16-random,empty-16-16-random-24,5,3,24.7279
empty-16-16-random,empty-16-16-random-16,17,2,135.263
empty-16-16-random,empty-16-16-random-9,5,2,43.0
empty-16-16-random,empty-16-16-random-8,5,2,42.1314
empty-16-16-random,empty-16-16-random-4,3,5,27.0789
empty-16-16-random,empty-16-16-random-5,3,5,25.2822
empty-16-16-random,empty-16-16-random-3,15,2,205.131
empty-16-16-random,empty-16-16-random-2,7,4,66.6634
empty-16-16-random,empty-16-16-random-3,7,4,73.8465
empty-16-16-random,empty-16-16-random-12,14,3,116.391
empty-16-16-random,empty-16-16-random-13,6,3,72.669
empty-16-16-random,empty-16-16-random-12,6,3,49.3592
empty-16-16-random,empty-16-16-random-22,13,4,114.531
empty-16-16-random,empty-16-16-random-14,18,4,159.897
empty-16-16-random,empty-16-16-random-15,2,2,26.0
empty-16-16-random,empty-16-16-random-4,11,2,145.0
empty-16-16-random,empty-16-16-random-15,10,3,90.0497
empty-16-16-random,empty-16-16-random-14,2,2,15.0
empty-16-16-random,empty-16-16-random-18,4,5,41.5971
empty-16-16-random,empty-16-16-random-11,13,2,111.131
empty-16-16-random,empty-16-16-random-19,4,5,19.195
empty-16-16-random,empty-16-16-random-7,20,2,190.0
empty-16-16-random,empty-16-16-random-8,17,3,128.808
empty-16-16-random,empty-16-16-random-19,16,2,204.131
empty-16-16-random,empty-16-16-random-6,2,2,17.0
empty-16-16-random,empty-16-16-random-14,14,4,122.015
empty-16-16-random,empty-16-16-random-7,2,2,21.0
empty-16-16-random,empty-16-16-random-1,6,3,57.9411
empty-16-16-random,empty-16-16-random-9,13,4,107.994
empty-16-16-random,empty-16-16-random-19,8,5,64.0879
empty-16-16-random,empty-16-16-random-18,8,5,79.6469
empty-16-16-random,empty-16-16-random-8,9,2,91.1314
empty-16-16-random,empty-16-16-random-9,9,2,81.1314
empty-16-16-random,empty-16-16-random-24,9,3,50.173
empty-16-16-random,empty-16-16-random-6,12,4,122.914
empty-16-16-random,empty-16-16-random-20,10,2,119.0
empty-16-16-random,empty-16-16-random-17,13,5,117.671
empty-16-16-random,empty-16-16-random-25,9,3,79.6793
empty-16-16-random,empty-16-16-random-12,18,3,158.66
empty-16-16-random,empty-16-16-random-11,7,4,35.9571
empty-16-16-random,empty-16-16-random-2,11,5,102.291
empty-16-16-random,empty-16-16-random-24,13,3,105.003
empty-16-16-random,empty-16-16-random-13,10,4,96.5041
empty-16-16-random,empty-16-16-random-3,19,2,248.131
empty-16-16-random,empty-16-16-random-10,7,4,66.2176
empty-16-16-random,empty-16-16-random-17,3,5,25.1623
empty-16-16-random,empty-16-16-random-16,3,5,26.741
empty-16-16-random,empty-16-16-random-16,3,4,26.8885
empty-16-16-random,empty-16-16-random-17,3,4,25.2361
empty-16-16-random,empty-16-16-random-10,7,5,65.5827
empty-16-16-random,empty-16-16-random-13,10,5,95.6985
empty-16-16-random,empty-16-16-random-2,11,4,103.561
empty-16-16-random,empty-16-16-random-11,7,5,35.6577
empty-16-16-random,empty-16-16-random-24,13,2,127.131
empty-16-16-random,empty-16-16-random-25,9,2,96.0
empty-16-16-random,empty-16-16-random-17,13,4,118.456
empty-16-16-random,empty-16-16-random-24,9,2,60.1314
empty-16-16-random,empty-16-16-random-20,10,3,101.426
empty-16-16-random,empty-16-16-random-9,9,3,69.736
empty-16-16-random,empty-16-16-random-8,9,3,76.3553
empty-16-16-random,empty-16-16-random-18,8,4,80.2395
empty-16-16-random,empty-16-16-random-10,17,4,163.519
empty-16-16-random,empty-16-16-random-19,8,4,64.799
empty-16-16-random,empty-16-16-random-18,12,4,110.155
empty-16-16-random,empty-16-16-random-1,6,2,72.0
empty-16-16-random,empty-16-16-random-7,2,3,15.7279
empty-16-16-random,empty-16-16-random-14,14,5,121.287
empty-16-16-random,empty-16-16-random-5,15,4,137.369
empty-16-16-random,empty-16-16-random-6,2,3,14.0711
empty-16-16-random,empty-16-16-random-8,17,2,153.525
empty-16-16-random,empty-16-16-random-7,20,3,154.894
empty-16-16-random,empty-16-16-random-19,4,4,19.4164
empty-16-16-random,empty-16-16-random-11,13,3,93.6891
empty-16-16-random,empty-16-16-random-18,4,4,41.9236
empty-16-16-random,empty-16-16-random-16,21,2,168.788
empty-16-16-random,empty-16-16-random-14,2,3,12.6569
empty-16-16-random,empty-16-16-random-15,10,2,106.131
empty-16-16-random,empty-16-16-random-22,13,5,113.02
empty-16-16-random,empty-16-16-random-4,11,3,117.468
empty-16-16-random,empty-16-16-random-15,2,3,21.8995
empty-16-16-random,empty-16-16-random-12,6,2,59.2627
empty-16-16-random,empty-16-16-random-13,6,2,92.0
empty-16-16-random,empty-16-16-random-3,7,5,73.2976
empty-16-16-random,empty-16-16-random-2,7,5,65.9546
empty-16-16-random,empty-16-16-random-3,15,3,164.376
empty-16-16-random,empty-16-16-random-5,3,4,25.3716
empty-16-16-random,empty-16-16-random-4,3,4,27.3159
empty-16-16-random,empty-16-16-random-8,5,3,38.4853
empty-16-16-random,empty-16-16-random-8,21,3,165.751
empty-16-16-random,empty-16-16-random-9,5,3,38.3137
empty-16-16-random,empty-16-16-random-16,17,3,116.518
empty-16-16-random,empty-16-16-random-24,5,2,30.0
empty-16-16-random,empty-16-16-random-25,5,2,49.0
empty-16-16-random,empty-16-16-random-7,16,2,146.0
empty-16-16-random,empty-16-16-random-11,25,2,237.263
empty-16-16-random,empty-16-16-random-17,11,3,96.5169
empty-16-16-random,empty-16-16-random-7,18,5,134.61
empty-16-16-random,empty-16-16-random-1,22,3,164.873
empty-16-16-random,empty-16-16-random-6,10,2,119.0
empty-16-16-random,empty-16-16-random-20,12,4,115.402
empty-16-16-random,empty-16-16-random-2,9,2,111.0
empty-16-16-random,empty-16-16-random-10,5,2,58.0
empty-16-16-random,empty-16-16-random-3,9,2,128.0
empty-16-16-random,empty-16-16-random-14,20,3,175.008
